initial_alias,converted_alias,name,description
ILMN_3238814,None,None,None
ILMN_3238818,ENSG00000230592,RPSAP8,ribosomal protein SA pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:31462]
ILMN_3238823,ENSG00000215113,CXorf49B,chromosome X open reading frame 49B [Source:HGNC Symbol;Acc:HGNC:34229]
ILMN_3238823,ENSG00000215115,CXorf49,chromosome X open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:30891]
ILMN_3238832,None,None,None
ILMN_3238837,None,None,None
ILMN_3238845,ENSG00000205670,SMIM11A,small integral membrane protein 11A [Source:HGNC Symbol;Acc:HGNC:1293]
ILMN_3238845,ENSG00000273590,SMIM11B,small integral membrane protein 11B [Source:HGNC Symbol;Acc:HGNC:51846]
ILMN_3238852,ENSG00000230021,AL669831.3,septin 14 (SEPT14) pseudogene
ILMN_3238852,ENSG00000237094,AL732372.2,pseudogene similar to part of septin 14 SEPT14
ILMN_3238852,ENSG00000239906,AL627309.2,novel transcript
ILMN_3238854,ENSG00000169629,RGPD8,RANBP2 like and GRIP domain containing 8 [Source:HGNC Symbol;Acc:HGNC:9849]
ILMN_3238859,ENSG00000188938,FAM120AOS,family with sequence similarity 120A opposite strand [Source:HGNC Symbol;Acc:HGNC:23389]
ILMN_3238889,ENSG00000163125,RPRD2,regulation of nuclear pre-mRNA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29039]
ILMN_3238893,ENSG00000142794,NBPF3,NBPF member 3 [Source:HGNC Symbol;Acc:HGNC:25076]
ILMN_3238898,ENSG00000253661,ZFHX4-AS1,ZFHX4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44165]
ILMN_3238902,ENSG00000094796,KRT31,keratin 31 [Source:HGNC Symbol;Acc:HGNC:6448]
ILMN_3238910,ENSG00000237635,DUX4L29,double homeobox 4 like 29 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51606]
ILMN_3238910,ENSG00000258834,DUX4L4,double homeobox 4 like 4 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38686]
ILMN_3238910,ENSG00000260596,DUX4,double homeobox 4 [Source:HGNC Symbol;Acc:HGNC:50800]
ILMN_3238910,ENSG00000274599,DUX4L24,double homeobox 4 like 24 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50805]
ILMN_3238910,ENSG00000275610,DUX4L21,double homeobox 4 like 21 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50802]
ILMN_3238910,ENSG00000276046,DUX4L13,double homeobox 4 like 13 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38672]
ILMN_3238910,ENSG00000276164,DUX4L20,double homeobox 4 like 20 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50801]
ILMN_3238910,ENSG00000276904,DUX4L14,double homeobox 4 like 14 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38673]
ILMN_3238910,ENSG00000276964,DUX4L23,double homeobox 4 like 23 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50804]
ILMN_3238910,ENSG00000277274,DUX4L22,double homeobox 4 like 22 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50803]
ILMN_3238910,ENSG00000277521,MIR8078,microRNA 8078 [Source:HGNC Symbol;Acc:HGNC:50102]
ILMN_3238910,ENSG00000278641,DUX4L15,double homeobox 4 like 15 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38674]
ILMN_3238910,ENSG00000278664,DUX4L10,double homeobox 4 like 10 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:31354]
ILMN_3238910,ENSG00000278761,DUX4L11,double homeobox 4 like 11 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38687]
ILMN_3238910,ENSG00000278790,DUX4L12,double homeobox 4 like 12 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38671]
ILMN_3238910,ENSG00000279626,DUX4L28,double homeobox 4 like 28 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:51605]
ILMN_3238910,ENSG00000280337,DUX4L25,double homeobox 4 like 25 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:50806]
ILMN_3238910,ENSG00000280457,DUX4L2,double homeobox 4 like 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37267]
ILMN_3238910,ENSG00000280757,DUX4L1,double homeobox 4 like 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:3082]
ILMN_3238910,ENSG00000280799,DUX4L5,double homeobox 4 like 5 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38689]
ILMN_3238910,ENSG00000281058,DUX4L6,double homeobox 4 like 6 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37265]
ILMN_3238910,ENSG00000281627,DUX4L3,double homeobox 4 like 3 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38688]
ILMN_3238910,ENSG00000281652,DUX4L7,double homeobox 4 like 7 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:37266]
ILMN_3238910,ENSG00000281720,DUX4L8,double homeobox 4 like 8 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:38670]
ILMN_3238915,ENSG00000233750,CICP27,capicua transcriptional repressor pseudogene 27 [Source:HGNC Symbol;Acc:HGNC:48835]
ILMN_3238915,ENSG00000282051,AC010507.1,novel pseudogene
ILMN_3238916,None,None,None
ILMN_3238945,None,None,None
ILMN_3238955,ENSG00000161960,EIF4A1,eukaryotic translation initiation factor 4A1 [Source:HGNC Symbol;Acc:HGNC:3282]
ILMN_3238955,ENSG00000238917,SNORD10,"small nucleolar RNA, C/D box 10 [Source:HGNC Symbol;Acc:HGNC:32706]"
ILMN_3238960,None,None,None
ILMN_3238982,ENSG00000236027,PATE3,prostate and testis expressed 3 [Source:HGNC Symbol;Acc:HGNC:35426]
ILMN_3239004,ENSG00000251676,SNHG27,small nucleolar RNA host gene 27 [Source:HGNC Symbol;Acc:HGNC:53481]
ILMN_3239014,ENSG00000250754,LINC02436,long intergenic non-protein coding RNA 2436 [Source:HGNC Symbol;Acc:HGNC:53368]
ILMN_3239031,ENSG00000162520,SYNC,"syncoilin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:28897]"
ILMN_3239050,ENSG00000197847,SLC22A20P,"solute carrier family 22 member 20, pseudogene [Source:HGNC Symbol;Acc:HGNC:29867]"
ILMN_3239055,ENSG00000168701,TMEM208,transmembrane protein 208 [Source:HGNC Symbol;Acc:HGNC:25015]
ILMN_3239060,ENSG00000133619,KRBA1,KRAB-A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22228]
ILMN_3239103,ENSG00000254813,AC123777.1,novel transcript
ILMN_3239108,ENSG00000166441,RPL27A,ribosomal protein L27a [Source:HGNC Symbol;Acc:HGNC:10329]
ILMN_3239108,ENSG00000200983,SNORA3A,"small nucleolar RNA, H/ACA box 3A [Source:HGNC Symbol;Acc:HGNC:32586]"
ILMN_3239113,ENSG00000129315,CCNT1,cyclin T1 [Source:HGNC Symbol;Acc:HGNC:1599]
ILMN_3239117,ENSG00000251676,SNHG27,small nucleolar RNA host gene 27 [Source:HGNC Symbol;Acc:HGNC:53481]
ILMN_3239121,None,None,None
ILMN_3239130,ENSG00000178440,TIMM23B-AGAP6,TIMM23B-AGAP6 readthrough [Source:HGNC Symbol;Acc:HGNC:45009]
ILMN_3239130,ENSG00000204149,AGAP6,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 6 [Source:HGNC Symbol;Acc:HGNC:23466]"
ILMN_3239135,ENSG00000154874,CCDC144B,coiled-coil domain containing 144B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:26704]
ILMN_3239135,ENSG00000170160,CCDC144A,coiled-coil domain containing 144A [Source:HGNC Symbol;Acc:HGNC:29072]
ILMN_3239135,ENSG00000250111,AC107982.1,coiled-coil domain containing 144B (pseudogene) (CCDC144B) pseudogene
ILMN_3239155,ENSG00000196741,LINC01560,long intergenic non-protein coding RNA 1560 [Source:HGNC Symbol;Acc:HGNC:27333]
ILMN_3239162,ENSG00000199477,SNORA31,"small nucleolar RNA, H/ACA box 31 [Source:HGNC Symbol;Acc:HGNC:32621]"
ILMN_3239164,ENSG00000214765,SEPTIN7P2,septin 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:32339]
ILMN_3239168,ENSG00000160172,FAM86C2P,"family with sequence similarity 86 member C2, pseudogene [Source:HGNC Symbol;Acc:HGNC:42392]"
ILMN_3239173,ENSG00000062650,WAPL,WAPL cohesin release factor [Source:HGNC Symbol;Acc:HGNC:23293]
ILMN_3239177,ENSG00000254726,MEX3A,mex-3 RNA binding family member A [Source:HGNC Symbol;Acc:HGNC:33482]
ILMN_3239181,ENSG00000148841,ITPRIP,"inositol 1,4,5-trisphosphate receptor interacting protein [Source:HGNC Symbol;Acc:HGNC:29370]"
ILMN_3239181,ENSG00000287779,AL162742.2,"inositol 1,4,5-triphosphate receptor interacting protein (ITPRIP) pseudogene"
ILMN_3239188,None,None,None
ILMN_3239198,None,None,None
ILMN_3239223,ENSG00000229547,UBE2DNL,ubiquitin conjugating enzyme E2 D N-terminal like (pseudogene) [Source:HGNC Symbol;Acc:HGNC:28656]
ILMN_3239225,ENSG00000200291,AC006963.1,None
ILMN_3239225,ENSG00000202354,RNY3,"RNA, Ro60-associated Y3 [Source:HGNC Symbol;Acc:HGNC:10243]"
ILMN_3239232,ENSG00000173237,C11orf86,chromosome 11 open reading frame 86 [Source:HGNC Symbol;Acc:HGNC:34442]
ILMN_3239236,ENSG00000260852,FBXL19-AS1,FBXL19 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27557]
ILMN_3239240,ENSG00000099817,POLR2E,RNA polymerase II subunit E [Source:HGNC Symbol;Acc:HGNC:9192]
ILMN_3239249,ENSG00000020219,CCT8L1P,"chaperonin containing TCP1 subunit 8 like 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:32153]"
ILMN_3239254,ENSG00000214049,UCA1,urothelial cancer associated 1 [Source:HGNC Symbol;Acc:HGNC:37126]
ILMN_3239263,ENSG00000282393,AC016588.2,novel transcript
ILMN_3239279,ENSG00000169402,RSPH10B2,radial spoke head 10 homolog B2 [Source:HGNC Symbol;Acc:HGNC:34385]
ILMN_3239284,ENSG00000108641,B9D1,B9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24123]
ILMN_3239288,ENSG00000101230,ISM1,isthmin 1 [Source:HGNC Symbol;Acc:HGNC:16213]
ILMN_3239298,ENSG00000264522,OTUD7B,OTU deubiquitinase 7B [Source:HGNC Symbol;Acc:HGNC:16683]
ILMN_3239317,ENSG00000235316,DUSP8P5,dual specificity phosphatase 8 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:45003]
ILMN_3239317,ENSG00000250959,GLUD1P3,glutamate dehydrogenase 1 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:4338]
ILMN_3239321,ENSG00000128266,GNAZ,G protein subunit alpha z [Source:HGNC Symbol;Acc:HGNC:4395]
ILMN_3239343,ENSG00000174353,STAG3L3,stromal antigen 3-like 3 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33845]
ILMN_3239357,None,None,None
ILMN_3239361,ENSG00000204802,AL590399.1,novel transcript
ILMN_3239373,ENSG00000179412,HNRNPCL4,heterogeneous nuclear ribonucleoprotein C like 4 [Source:HGNC Symbol;Acc:HGNC:51333]
ILMN_3239373,ENSG00000277058,HNRNPCL3,heterogeneous nuclear ribonucleoprotein C like 3 [Source:HGNC Symbol;Acc:HGNC:51235]
ILMN_3239378,ENSG00000173011,TADA2B,transcriptional adaptor 2B [Source:HGNC Symbol;Acc:HGNC:30781]
ILMN_3239383,ENSG00000186312,CA5BP1,carbonic anhydrase 5B pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29544]
ILMN_3239388,None,None,None
ILMN_3239397,None,None,None
ILMN_3239401,ENSG00000275374,AC113385.3,"glucuronidase, beta (GUSB) pseudogene"
ILMN_3239406,None,None,None
ILMN_3239426,ENSG00000111231,GPN3,GPN-loop GTPase 3 [Source:HGNC Symbol;Acc:HGNC:30186]
ILMN_3239435,ENSG00000188981,MSANTD1,Myb/SANT DNA binding domain containing 1 [Source:HGNC Symbol;Acc:HGNC:33741]
ILMN_3239435,ENSG00000197386,HTT,huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]
ILMN_3239445,ENSG00000179627,ZBTB42,zinc finger and BTB domain containing 42 [Source:HGNC Symbol;Acc:HGNC:32550]
ILMN_3239455,ENSG00000106133,NSUN5P2,NSUN5 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:16609]
ILMN_3239460,ENSG00000180304,OAZ2,ornithine decarboxylase antizyme 2 [Source:HGNC Symbol;Acc:HGNC:8096]
ILMN_3239465,ENSG00000100626,GALNT16,polypeptide N-acetylgalactosaminyltransferase 16 [Source:HGNC Symbol;Acc:HGNC:23233]
ILMN_3239490,None,None,None
ILMN_3239514,ENSG00000233369,GTF2IP4,general transcription factor IIi pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:51716]
ILMN_3239514,ENSG00000239521,CASTOR3,CASTOR family member 3 [Source:HGNC Symbol;Acc:HGNC:29954]
ILMN_3239514,ENSG00000274070,CASTOR2,cytosolic arginine sensor for mTORC1 subunit 2 [Source:HGNC Symbol;Acc:HGNC:37073]
ILMN_3239514,ENSG00000277053,GTF2IP1,general transcription factor IIi pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:4660]
ILMN_3239520,None,None,None
ILMN_3239531,ENSG00000243449,C4orf48,chromosome 4 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:34437]
ILMN_3239548,ENSG00000174353,STAG3L3,stromal antigen 3-like 3 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33845]
ILMN_3239548,ENSG00000205583,STAG3L1,stromal antigen 3-like 1 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33852]
ILMN_3239548,ENSG00000277072,STAG3L2,stromal antigen 3-like 2 (pseudogene) [Source:HGNC Symbol;Acc:HGNC:33886]
ILMN_3239568,ENSG00000145949,MYLK4,myosin light chain kinase family member 4 [Source:HGNC Symbol;Acc:HGNC:27972]
ILMN_3239574,ENSG00000262074,SNORD3B-2,"small nucleolar RNA, C/D box 3B-2 [Source:HGNC Symbol;Acc:HGNC:33190]"
ILMN_3239574,ENSG00000262202,AC007952.4,novel transcript
ILMN_3239574,ENSG00000263934,SNORD3A,"small nucleolar RNA, C/D box 3A [Source:HGNC Symbol;Acc:HGNC:33189]"
ILMN_3239574,ENSG00000264940,SNORD3C,"small nucleolar RNA, C/D box 3C [Source:HGNC Symbol;Acc:HGNC:33191]"
ILMN_3239574,ENSG00000265185,SNORD3B-1,"small nucleolar RNA, C/D box 3B-1 [Source:HGNC Symbol;Acc:HGNC:10168]"
ILMN_3239574,ENSG00000277947,SNORD3D,"small nucleolar RNA, C/D box 3D [Source:HGNC Symbol;Acc:HGNC:33192]"
ILMN_3239574,ENSG00000281000,SNORD3D,"small nucleolar RNA, C/D box 3D [Source:HGNC Symbol;Acc:HGNC:33192]"
ILMN_3239603,ENSG00000261236,BOP1,BOP1 ribosomal biogenesis factor [Source:HGNC Symbol;Acc:HGNC:15519]
ILMN_3239603,ENSG00000284054,MIR7112,microRNA 7112 [Source:HGNC Symbol;Acc:HGNC:50149]
ILMN_3239606,ENSG00000182366,FAM87A,family with sequence similarity 87 member A [Source:HGNC Symbol;Acc:HGNC:27233]
ILMN_3239610,None,None,None
ILMN_3239621,ENSG00000124380,SNRNP27,small nuclear ribonucleoprotein U4/U6.U5 subunit 27 [Source:HGNC Symbol;Acc:HGNC:30240]
ILMN_3239625,ENSG00000269845,AC092364.2,cyclin Y-like 1 (CCNYL1) pseudogene
ILMN_3239629,ENSG00000240418,AC020917.1,ribosomal protein S2 (RPS2) pseudogene
ILMN_3239653,ENSG00000173976,RAX2,retina and anterior neural fold homeobox 2 [Source:HGNC Symbol;Acc:HGNC:18286]
ILMN_3239662,ENSG00000163659,TIPARP,TCDD inducible poly(ADP-ribose) polymerase [Source:HGNC Symbol;Acc:HGNC:23696]
ILMN_3239667,None,None,None
ILMN_3239673,ENSG00000196313,POM121,POM121 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:19702]
ILMN_3239673,ENSG00000205485,AC004980.1,pseudogene similar to part of postmeiotic segregation increased 2-like 3 PMS2L3
ILMN_3239673,ENSG00000242073,AC211429.2,postmeiotic segregation increased 2-like 3 (PMS2L3) pseudogene
ILMN_3239673,ENSG00000272391,POM121C,POM121 transmembrane nucleoporin C [Source:HGNC Symbol;Acc:HGNC:34005]
ILMN_3239684,None,None,None
ILMN_3239689,None,None,None
ILMN_3239694,None,None,None
ILMN_3239704,ENSG00000221102,SNORA11B,"small nucleolar RNA, H/ACA box 11B [Source:HGNC Symbol;Acc:HGNC:33620]"
ILMN_3239721,None,None,None
ILMN_3239730,None,None,None
ILMN_3239734,ENSG00000214837,LINC01347,long intergenic non-protein coding RNA 1347 [Source:HGNC Symbol;Acc:HGNC:50566]
ILMN_3239734,ENSG00000228327,AL669831.1,general transcription factor IIi (GTF2I) pseudogene
ILMN_3239734,ENSG00000230724,LINC01001,long intergenic non-protein coding RNA 1001 [Source:HGNC Symbol;Acc:HGNC:38540]
ILMN_3239734,ENSG00000237094,AL732372.2,pseudogene similar to part of septin 14 SEPT14
ILMN_3239734,ENSG00000238035,AC138035.1,novel transcript
ILMN_3239734,ENSG00000239906,AL627309.2,novel transcript
ILMN_3239734,ENSG00000243302,AC018638.4,novel pseudogene
ILMN_3239734,ENSG00000253326,AL606534.4,novel pseudogene
ILMN_3239734,ENSG00000272556,GTF2IP13,general transcription factor IIi pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:51725]
ILMN_3239734,ENSG00000276997,AL513314.2,novel transcript
ILMN_3239734,ENSG00000280279,AC240565.4,novel transcript
ILMN_3239734,ENSG00000283050,GTF2IP12,general transcription factor IIi pseudogene 12 [Source:HGNC Symbol;Acc:HGNC:51723]
ILMN_3239735,ENSG00000227232,WASH7P,"WASP family homolog 7, pseudogene [Source:HGNC Symbol;Acc:HGNC:38034]"
ILMN_3239766,ENSG00000269304,FKBP1AP1,FKBP prolyl isomerase 1A pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:3714]
ILMN_3239771,ENSG00000126787,DLGAP5,DLG associated protein 5 [Source:HGNC Symbol;Acc:HGNC:16864]
ILMN_3239775,ENSG00000149256,TENM4,teneurin transmembrane protein 4 [Source:HGNC Symbol;Acc:HGNC:29945]
ILMN_3239785,None,None,None
ILMN_3239789,ENSG00000119596,YLPM1,YLP motif containing 1 [Source:HGNC Symbol;Acc:HGNC:17798]
ILMN_3239795,ENSG00000170145,SIK2,salt inducible kinase 2 [Source:HGNC Symbol;Acc:HGNC:21680]
ILMN_3239806,None,None,None
ILMN_3239820,ENSG00000228327,AL669831.1,general transcription factor IIi (GTF2I) pseudogene
ILMN_3239820,ENSG00000237094,AL732372.2,pseudogene similar to part of septin 14 SEPT14
ILMN_3239820,ENSG00000238035,AC138035.1,novel transcript
ILMN_3239820,ENSG00000239906,AL627309.2,novel transcript
ILMN_3239820,ENSG00000280279,AC240565.4,novel transcript
ILMN_3239821,ENSG00000229415,SFTA3,surfactant associated 3 [Source:HGNC Symbol;Acc:HGNC:18387]
ILMN_3239821,ENSG00000257520,AL132857.1,novel transcript
ILMN_3239851,ENSG00000207031,SNORD59A,"small nucleolar RNA, C/D box 59A [Source:HGNC Symbol;Acc:HGNC:10210]"
ILMN_3239856,None,None,None
ILMN_3239871,ENSG00000204637,AC068538.1,"cyclic AMP phosphoprotein, 19 kD (ARPP-19) pseudogene"
ILMN_3239881,ENSG00000178226,PRSS36,serine protease 36 [Source:HGNC Symbol;Acc:HGNC:26906]
ILMN_3239885,None,None,None
ILMN_3239895,None,None,None
ILMN_3239912,ENSG00000229027,HSFY1P1,HSFY1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:1846]
ILMN_3239922,ENSG00000240280,TCAM1P,"testicular cell adhesion molecule 1, pseudogene [Source:HGNC Symbol;Acc:HGNC:30707]"
ILMN_3239925,ENSG00000066230,SLC9A3,solute carrier family 9 member A3 [Source:HGNC Symbol;Acc:HGNC:11073]
ILMN_3239925,ENSG00000188242,AC010442.1,"novel transcript, antisense to EXOC3"
ILMN_3239937,ENSG00000246082,NUDT16P1,nudix hydrolase 16 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:27189]
ILMN_3239946,None,None,None
ILMN_3239950,ENSG00000243501,AL365232.1,novel protein
ILMN_3239950,ENSG00000256980,KHDC1L,KH domain containing 1 like [Source:HGNC Symbol;Acc:HGNC:37274]
ILMN_3239959,ENSG00000257949,TEN1,TEN1 subunit of CST complex [Source:HGNC Symbol;Acc:HGNC:37242]
ILMN_3239959,ENSG00000261408,TEN1-CDK3,TEN1-CDK3 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:44420]
ILMN_3239965,ENSG00000131203,IDO1,"indoleamine 2,3-dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:6059]"
ILMN_3239969,None,None,None
ILMN_3239990,None,None,None
ILMN_3240002,ENSG00000177410,ZFAS1,ZNFX1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:33101]
ILMN_3240002,ENSG00000277967,AL049766.3,None
ILMN_3240003,ENSG00000275828,CHEK2P1,CHEK2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:37999]
ILMN_3240022,ENSG00000242125,SNHG3,small nucleolar RNA host gene 3 [Source:HGNC Symbol;Acc:HGNC:10118]
ILMN_3240022,ENSG00000274266,SNORA73A,"small nucleolar RNA, H/ACA box 73A [Source:HGNC Symbol;Acc:HGNC:10115]"
ILMN_3240033,None,None,None
ILMN_3240038,ENSG00000273900,CR848007.2,novel pseudogene
ILMN_3240058,None,None,None
ILMN_3240062,None,None,None
ILMN_3240069,ENSG00000132680,KHDC4,"KH domain containing 4, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:29145]"
ILMN_3240069,ENSG00000280466,SCARNA4,small Cajal body-specific RNA 4 [Source:HGNC Symbol;Acc:HGNC:32560]
ILMN_3240069,ENSG00000281394,SCARNA4,small Cajal body-specific RNA 4 [Source:HGNC Symbol;Acc:HGNC:32560]
ILMN_3240077,ENSG00000213896,AC109486.1,ribosomal protein L31 (RPL31) pseudogene
ILMN_3240077,ENSG00000256358,RPL31P57,ribosomal protein L31 pseudogene 57 [Source:HGNC Symbol;Acc:HGNC:35703]
ILMN_3240082,None,None,None
ILMN_3240092,ENSG00000042429,MED17,mediator complex subunit 17 [Source:HGNC Symbol;Acc:HGNC:2375]
ILMN_3240094,None,None,None
ILMN_3240108,ENSG00000212447,SNORD90,"small nucleolar RNA, C/D box 90 [Source:HGNC Symbol;Acc:HGNC:32751]"
ILMN_3240116,ENSG00000048707,VPS13D,vacuolar protein sorting 13 homolog D [Source:HGNC Symbol;Acc:HGNC:23595]
ILMN_3240116,ENSG00000239149,SNORA59A,"small nucleolar RNA, H/ACA box 59A [Source:HGNC Symbol;Acc:HGNC:32653]"
ILMN_3240116,ENSG00000266079,SNORA59B,"small nucleolar RNA, H/ACA box 59B [Source:HGNC Symbol;Acc:HGNC:32658]"
ILMN_3240117,ENSG00000186063,AIDA,"axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]"
ILMN_3240144,ENSG00000188536,HBA2,hemoglobin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]
ILMN_3240144,ENSG00000206172,HBA1,hemoglobin subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:4823]
ILMN_3240155,ENSG00000200087,SNORA73B,"small nucleolar RNA, H/ACA box 73B [Source:HGNC Symbol;Acc:HGNC:10116]"
ILMN_3240155,ENSG00000242125,SNHG3,small nucleolar RNA host gene 3 [Source:HGNC Symbol;Acc:HGNC:10118]
ILMN_3240165,ENSG00000204345,CD300LD,CD300 molecule like family member d [Source:HGNC Symbol;Acc:HGNC:16848]
ILMN_3240168,None,None,None
ILMN_3240177,ENSG00000139233,LLPH,"LLP homolog, long-term synaptic facilitation factor [Source:HGNC Symbol;Acc:HGNC:28229]"
ILMN_3240187,ENSG00000125037,EMC3,ER membrane protein complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:23999]
ILMN_3240216,ENSG00000196756,SNHG17,small nucleolar RNA host gene 17 [Source:HGNC Symbol;Acc:HGNC:48600]
ILMN_3240216,ENSG00000201512,SNORA71C,"small nucleolar RNA, H/ACA box 71C [Source:HGNC Symbol;Acc:HGNC:32656]"
ILMN_3240220,ENSG00000206585,RNVU1-7,"RNA, variant U1 small nuclear 7 [Source:HGNC Symbol;Acc:HGNC:37500]"
ILMN_3240220,ENSG00000206588,RNU1-28P,"RNA, U1 small nuclear 28, pseudogene [Source:HGNC Symbol;Acc:HGNC:37498]"
ILMN_3240220,ENSG00000206596,RNU1-27P,"RNA, U1 small nuclear 27, pseudogene [Source:HGNC Symbol;Acc:HGNC:37497]"
ILMN_3240220,ENSG00000206652,RNU1-1,"RNA, U1 small nuclear 1 [Source:HGNC Symbol;Acc:HGNC:10120]"
ILMN_3240220,ENSG00000206737,RNVU1-18,"RNA, variant U1 small nuclear 18 [Source:HGNC Symbol;Acc:HGNC:37496]"
ILMN_3240220,ENSG00000207005,RNU1-2,"RNA, U1 small nuclear 2 [Source:HGNC Symbol;Acc:HGNC:10123]"
ILMN_3240220,ENSG00000207389,RNU1-4,"RNA, U1 small nuclear 4 [Source:HGNC Symbol;Acc:HGNC:10128]"
ILMN_3240220,ENSG00000207513,RNU1-3,"RNA, U1 small nuclear 3 [Source:HGNC Symbol;Acc:HGNC:10130]"
ILMN_3240220,ENSG00000273768,RNVU1-29,"RNA, variant U1 small nuclear 29 [Source:HGNC Symbol;Acc:HGNC:54433]"
ILMN_3240222,ENSG00000275342,PRAG1,"PEAK1 related, kinase-activating pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:25438]"
ILMN_3240226,ENSG00000204946,ZNF783,zinc finger family member 783 [Source:HGNC Symbol;Acc:HGNC:27222]
ILMN_3240226,ENSG00000244560,AC004890.2,zinc finger protein pseudogene
ILMN_3240236,ENSG00000226746,SMCR5,"Smith-Magenis syndrome chromosome region, candidate 5 [Source:HGNC Symbol;Acc:HGNC:17918]"
ILMN_3240241,ENSG00000139364,TMEM132B,transmembrane protein 132B [Source:HGNC Symbol;Acc:HGNC:29397]
ILMN_3240247,ENSG00000182117,NOP10,NOP10 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14378]
ILMN_3240267,None,None,None
ILMN_3240280,ENSG00000130826,DKC1,dyskerin pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:2890]
ILMN_3240280,ENSG00000206693,SNORA56,"small nucleolar RNA, H/ACA box 56 [Source:HGNC Symbol;Acc:HGNC:32650]"
ILMN_3240296,ENSG00000080947,CROCCP3,CROCC pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:29405]
ILMN_3240301,ENSG00000215270,AP000523.1,translocase of outer mitochondrial membrane 40 homolog (TOMM40) pseudogene
ILMN_3240301,ENSG00000277156,AL589743.6,translocase of outer mitochondrial membrane 40 homolog (yeast) (TOMM40) pseudogene
ILMN_3240301,ENSG00000278594,AL589182.2,translocase of outer mitochondrial membrane 40 homolog (yeast) (TOMM40) pseudogene
ILMN_3240314,ENSG00000260428,SCX,scleraxis bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:32322]
ILMN_3240316,ENSG00000187653,TMSB4XP8,TMSB4X pseudogene 8 [Source:HGNC Symbol;Acc:HGNC:11885]
ILMN_3240321,ENSG00000181026,AEN,apoptosis enhancing nuclease [Source:HGNC Symbol;Acc:HGNC:25722]
